filename,transcript,english,note
Single_Acquire_SR_001.wav,協力関係を結んでから一年。そろそろすり合わせも済んだ頃でしょう？これからはもっと厳しくいきますよ。指揮官も私に置いていかれないよう、頑張ってついてきてください。,"It’s been a year since we teamed up. We should be on the same page by now, right? From here on out, I’m going to be stricter. Commander, please try to keep up so I don’t leave you behind.",
Single_Acquire_SSR_001.wav,あれから、もう一年か。あなたといるとなぜか時間感覚が狂います。あなただからこそ、十年経っても変わらないものがあるのでしょうね。,"Hard to believe it’s already been a year. When I’m with you, I somehow lose track of time. Because it’s you, I suppose some things won’t change even after ten years.",
Single_Anniversary_001.wav,この一年で、私たちは良好な協力関係を築けたと思います。404の性質上、指揮官の立場が変わっても疎遠にはなりませんでした。これからも、私と404は指揮官の頼れる協力者であり続けます。,"Over the past year, I believe we’ve built a solid working relationship. Given 404’s nature, we haven’t grown distant even as your role changed. Going forward, 404 and I will remain reliable partners you can count on, Commander.",
Single_Birthday_R_001.wav,誕生日おめでとうございます。なんですかその笑顔は。言っておきますが誕生日だからって気を緩めないでください。,"Happy birthday. What’s with that smile? For the record, don’t let your guard down just because it’s your birthday.",
Single_Birthday_SR_001.wav,誕生日おめでとうございます。今年も良好な関係の維持をお願いします。そっけない?404と協力関係を結びたい組織なんてそこら中にあります。指揮官は恵まれてる方なんですよ。,"Happy birthday. Let’s keep our good relations going this year as well. Too curt? There are plenty of organizations out there eager to partner with 404. You’re pretty fortunate, Commander.",
Single_Birthday_SSR_001.wav,指揮官、あるものを休憩室に置いてきました。何って、誕生日プレゼントですよ。請求書だとでも思ったんですか?ちょ、まっ、今はダメ。私が離れてから見て…,"Commander, I left something in the break room. What is it? Your birthday present. Did you think it was a bill or something? Whoa, hey— not now. Open it after I’m gone…",
Single_Birthday_SSR_002.wav,今日は特別な日、でしたよね。はい、これ。え、心当たりがない?指揮官、今日はあなたの誕生日なんです。それ以外に特別な要素なんてありますか?,"Today’s a special day, isn’t it? Here you go. Huh—no idea? Commander, it’s your birthday. What else would make it special?",
Single_Children_001.wav,ミスティとビオカが持ってた風船、あれはあなたがあげたのですか?はあ、子供じゃあるまいし、指揮官もいい加減……え、私の分もある?そ、そんな子供騙しのおもちゃなんて……ま、まあ、部屋の飾り付けにはちょうどいいかも。,"Misty and Bioka had balloons—did you give them those? Sigh, we’re not kids… Commander, seriously… Huh? There’s one for me too? S-such a childish toy… W-well, it might be perfect for decorating my room.",
Single_Christmas_001.wav,指揮官、このキャンディーケインをツリーに飾ってもらえますか?もうちょっと左、そうそう、そこでいいですよ。あと、これ…あっ、それは飾らなくていいやつ。余分に準備しておいたトップスターです。メリークリスマス。,"Commander, can you put this candy cane on the tree? Little more to the left—yeah, right there. And this—oh, you don’t need to hang that one. It’s a spare star for the top I brought. Merry Christmas.",
Single_Christmas_002.wav,メリークリスマス、指揮官。これですか?これはジンジャーブレッドマンといって、アンドレアストとビヨーカが試作していたので、わ、私も作ってみたんです。はい、あなたに見せて作りました。食べてみますか?,"Merry Christmas, Commander. This? It’s a gingerbread man. Andreas and Byoka were testing a recipe, so I—I tried making one too. I made it to show you. Want to try it?",
Single_Duanwu_001.wav,ここをきつめに縛って…よし、これで限りなく正三角錐ね。ん?ちまきの形はもっと自由でいい?エリート人形としてそんないい加減な仕事を許容するつもりはありません。その手に持っているちまきもです。ほら、私が形を直しますから、さっさと渡してください。,"Tie it tight here... All right, that’s about as close to a perfect regular tetrahedron as it gets. Hm? You think the chimaki’s shape can be more free? As an elite doll, I will not tolerate sloppy work. That chimaki in your hand, too. Here, I’ll fix the shape, so hand it over—quickly.",
Single_Friendliness_001.wav,私はまだ仕事が残ってるので、指揮官はどうぞお好きに。,"I've still got work to do—do as you like, Commander.",
Single_Friendliness_002.wav,今バイクのカスタム案の設計図を書いているのですが、指揮官はバイクに詳しかったりします?,"I’m drawing up blueprints for a custom motorcycle right now. Do you know much about bikes, Commander?",
Single_Friendliness_003.wav,指揮官、可能なら馴染みの闇ブローカーを紹介していただけませんか?404の仕入れルートが最近不安定で、この借りは必ずお返ししますから。,"Commander, if possible, could you put me in touch with your usual black-market broker? 404’s supply lines have been shaky lately—I promise I’ll return the favor.",
Single_Friendliness_004.wav,最近、昔の知り合いと会ったんですが、みんな私が昔と変わったと言ってました。指揮官もそう思います?,"I ran into some old acquaintances recently—everyone said I’ve changed from how I used to be. Do you think so too, Commander?",
Single_Friendliness_005.wav,指揮官、さっき私たちの模擬訓練を覗いてましたね。どうですか、404の実力は。,"Commander, you were peeking at our training sim earlier, weren’t you? So, what do you think of 404’s skills?",
Single_Friendliness_006.wav,グローザ、ネメシス、どれも優秀な人形ですね。はい、ご想像の通りエルモ号の買収額を計算中です。もちろん、路頭に迷った指揮官を雇うのもやぶさかではありませんよ。,"Groza, Nemesis—both are excellent dolls. Yes, just as you guessed, I’m calculating the buyout price for the Elmo. And of course, I wouldn’t mind hiring a commander who’s been left out in the cold.",
Single_Friendliness_007.wav,指揮官、ドライブにでも行きません?この前の任務でいいものが手に入って、それをバイクに組み込んだので、早速試してみたいんです。,"Commander, want to go for a ride? I picked up something good on the last mission and fitted it to the bike—I want to test it out right away.",
Single_Friendliness_008.wav,HKM4、416、そしてクルカイ。変わったのは名前だけではありません。一度は過去に区切りをつけたりもしましたが、今はどうでもよくなってきました。この気持ち、あなたなら分かりますよね、指揮官。,"HKM4, 416, and Kurukai. It wasn’t just the names that changed. I tried to put the past behind me once, but now I don’t really care anymore. You understand how that feels, don’t you, Commander?",
Single_Friendliness_009.wav,指揮官、いいところに来てくれましたね。次の依頼では、正装を着る必要があって、できれば代わりに決めてもらえると……あくまで仕事ですから、変な想像しないでください。,"Commander, perfect timing. The next op calls for formalwear, and if possible I’d like you to pick it out for me… It’s strictly business, so don’t get any funny ideas.",
Single_Friendliness_010.wav,何ですか、これ。報酬?指揮官、404も私もそんなに安くはないですよ。はあ、まだわからないんですか?今回は私が助けたかっただけです。そんなはした金は要りません。,"What's this? A reward? Commander, 404 and I don't come that cheap. Sigh, still don't get it? This time I just wanted to help. I don't need your chump change.",
Single_Friendliness_011.wav,あ、おかえりなさい。あの、なんでそんなバカみたいな顔で私を見て……。え、笑ってた？私が？み、見間違いでしょ。指揮官も目が悪くなりましたね。,"Oh, welcome back. Uh, why are you staring at me with that dumb look on your face...? Huh? I was smiling? Me? Y-you’re seeing things. Your eyesight’s getting worse, Commander.",
Single_Friendliness_012.wav,今は依頼の話をしないでもらえます?少し休ませてください。指揮官の前だとなぜか落ち着く…ま、悪くないわね。,"Could we not talk about missions right now? Let me rest a bit. For some reason, I can relax around you, Commander... Well, not bad.",
Single_Friendliness_013.wav,また他の人形を見てる。そんなに他の人形がいいんですか？まあ、誰があなたにとっての一番か、そのうちわかりますよ。,"Looking at other dolls again. Do you like them that much? Well, you’ll figure out who your favorite really is soon enough.",
Single_Login_001.wav,遅かったですね。待ちましたよ。,You're late. I've been waiting.,
Single_MidAutumn_001.wav,アンドリスが今日は団欒の日なんて言い出すから、ビオーカが404でパーティーをしようとはしゃぎ出して。あいつらどうせまた面倒起こしそうだし、指揮官も一緒にどうですか?,"Since Andris declared today bonding day, Bioka got all hyped to throw a party down in 404. Those two are bound to cause trouble again anyway—Commander, want to tag along?",
Single_MidAutumn_002.wav,指揮官、私の送ったメッセージ見てくれましたよね?あいつらが巨大な月餅を頼んだせいで、みんなで食べるしかなくなったんです。みんな、あなたを待っていますよ。私?もちろん私もあなたを待っていました。指揮官を待つことにはもう慣れてますから。,"Commander, you saw the message I sent, right? They ordered a giant mooncake, so now we’re stuck eating it together. Everyone’s waiting for you. Me? Of course I’ve been waiting for you too. I’m used to waiting on you by now, Commander.",
Single_NewYear_001.wav,指揮官、いつからそこに……わ、私は来年度の計画書を作成中です。404の機密なので、決して見たりしな……えっ、自分の名前が見えた？そ、それは指揮官は404の重要な協力者ですから、名前が載ってて当然でしょ？,"Commander, since when were you there... I-I’m drafting next year’s plan. It’s 404-classified, so don’t look— Wait, you saw your name? Th-that’s because you’re a key partner of 404, so of course it’s in there, right?",
Single_NewYear_002.wav,去年もお世話になりました、指揮官。今年はより密接に協力をしていきましょう。もちろん、拒否権はありません。,"Thank you for all your help last year, Commander. This year, let’s work even more closely. Refusal isn’t an option.",
Single_Obon_001.wav,お盆。板間空いてもいないし、私にはあまり実感のない祝日ですね。それに、過去に浸るよりも今あるものを守り抜いた方が後々後悔せずに済むでしょ。,"Obon. With no time off, it doesn’t really feel like a holiday to me. Besides, rather than dwell on the past, we’re better off protecting what we have now—less to regret later.",
Single_Obtain_SSR_001.wav,ハイド404現隊長、エリート人形のクルカイよ。久しぶりね、指揮官。,"I’m Kurukai, an elite doll and the current captain of Hyde 404. It’s been a while, Commander.",
Single_Passive_SSR_001.wav,注意を警戒。,Stay alert.,
Single_SpringFes_001.wav,指揮官、今水蓮を描いているのですが、メイリンによると上ノ句と下ノ句で同じ文字数と語形を使用して祝福の意味を込めればいいそうです。404メンバーのコードネームを分けるとちょうど同じ文字数だから、あとは金河新年でも入れて…何を笑ってるんですか?何もおかしくないでしょ?,"Commander, I’m painting water lilies right now. According to Meilin, as long as the upper and lower lines use the same number of characters with matching parts of speech and carry a blessing, it’s fine. If we split the 404 members’ codenames between them, the character counts line up perfectly, so then we can just add “Golden River New Year” and… What are you laughing at? There’s nothing funny about this, right?",
Single_SpringFes_002.wav,新年、明けましておめでとうございます、指揮官。私が何をしていたか?別に窓に飾る切り紙を作っていただけですが、時間がかかっているのは完璧を追求しているからです。ちょ、その失敗作たちは後で捨てる予定のものです、見ないでください!,"Happy New Year, Commander. What was I doing? Nothing special—just making some paper cutouts for the window. It’s taking a while because I want them perfect. Hey—those are rejects; I’m throwing them out later. Please don’t look!",
Single_ThanksGiving_001.wav,本当に面倒な祝日ね。朝から404と提携している企業の感謝メールでいっぱい。文面も一斉送信に見えるし、全然誠意を感じない。え?私に感謝を伝えたい?指揮官がですか?私たちにそんな堅苦しいのは…。,"What a pain this holiday is. I’ve been flooded since morning with thank-you emails from companies partnered with 404. They all read like mass mail—no sincerity at all. Huh? You want to thank me? You, Commander? We’re not into that stiff, formal stuff...",
Single_Title_001.wav,ドールズフロントライン2：エクシリウム,Girls' Frontline 2: Exilium,
Single_Valentine_001.wav,はい、チョコ。もちろん手作りですよ。それくらいわかるでしょ？包み方が良すぎて市販のに見える？へえ、そんなことがわかるくらいもらってるんですね、指揮官は。,"Here—chocolate. Handmade, of course. You can tell, right? The wrapping’s so good it looks store-bought? Huh. Guess you’ve gotten enough to tell the difference, Commander.",
Single_Valentine_002.wav,はい、指揮官。私からのチョコレートです。ええ、味、形は共に完璧。ボリュームもかなり大きくしたので、今日一日は他のチョコを食べないで済むでしょう。では、次は私のバイクに乗ってください。いい場所へ連れて行ってあげます。,"Yes, Commander. Here's some chocolate from me. Taste and shape—both perfect. I made it pretty big, so you won’t need any other chocolate today. Now please get on my bike. I’ll take you to a good spot.",
Single_WhiteVale_001.wav,バレンタインとホワイトデーはどう違うんですか?いや、別にお返しが欲しいわけではなく、そう、人間の習わしを学ぶためです。一応、用意はしていますよね?,"How are Valentine’s Day and White Day different? No, I’m not asking for a gift in return—I’m studying human customs. You did prepare something, right?",
Touch_Gun.wav,うん、,Yeah.,
Touch_Head.wav,あ。,Oh.,
Touch_Pocket.wav,うん。,Yeah.,
Upgrade.wav,あっ,Ah!,
