filename,transcript,english,note
Single_Friendliness_005.wav,私の好きなもの?私と仲良くなりたくて質問しているのなら、やめておいたほうがいいよ。,"What I like? If you’re asking to buddy up, don’t.",
Single_Friendliness_006.wav,どうしてあなたのもとへ戻ったか、自分でも分からないけど、あなたがまた私をそばに置いた理由も分からない。どうしてなの?,"I don’t even know why I came back to you, or why you took me back again. Why?",
Single_Friendliness_007.wav,本音で向き合ってほしい?そんなの無理に決まってるでしょ。まあ、あなたが相手なら試してみてもいいけど。,"You want me to level with you? Not gonna happen. Well, if it’s you, I might try.",
Single_Friendliness_008.wav,この世界は、理不尽で矛盾したことだらけ。時々どうしたらいいかわからなくなる。,This world is full of unfairness and contradictions. Sometimes I don't know what to do.,
Single_Friendliness_009.wav,ルチェーと、あなたのおかげで、この世界もまだ捨てたものじゃないと思えるようになってきた。,Thanks to Luche—and to you—I’m starting to think this world isn’t a lost cause after all.,
Single_Friendliness_010.wav,適度な休息は取るように。過労で倒れたりしたら洒落にならないから。,Make sure you get enough rest. Keeling over from exhaustion is no joke.,
Single_Friendliness_011.wav,あなたが私に言ったことが全て嘘だったとしても、どうかその嘘をつき続けていてほしい。,"Even if everything you told me was a lie, please keep lying to me.",
Single_Friendliness_012.wav,私の絵が分かりづらい?あなたさえ良ければ、今度描くときに説明してあげてもいいけど。,"Is my sketch hard to follow? If you want, I can walk you through it next time I draw one.",
Single_Friendliness_013.wav,私を必要としている限り、私はずっとあなたのそばに居続ける。,"As long as you need me, I’ll be by your side.",
Single_Login_001.wav,仕事が山ほど溜まってるよ。やるかやらないかはあなたの勝手だけど。,We’ve got a ton of work piled up. Do it or don’t—suit yourself.,
Single_MidAutumn_001.wav,今日は月が綺麗だね。何、別に変なこと言ってないでしょ。スケッチのしがいがあるってだけ。それと、あなたもね。,"The moon’s beautiful tonight. What? I’m not saying anything weird. Just that it’s worth sketching. And you, too.",
Single_MidAutumn_002.wav,指揮官、こちらベクター。今任務中で直接は会えないけど、今日はみんなで集まる日って聞いたから。その、今月は見れる?うん、今日の月、とっても綺麗だね。,"Commander, Vector here. I’m on a mission, so I can’t meet you in person, but I heard everyone’s getting together today. Um… can you see the moon right now? Yeah—tonight’s moon is really beautiful.",
Single_NewYear_001.wav,正月くらいは休んだろ?溜まった仕事は一緒にやってあげるから。,At least take New Year’s off. I’ll help you catch up on the backlog.,
Single_NewYear_002.wav,"また一年が経ったんだ。こんな私でも、嫌な顔せず今まで置いてくれるなんて、指揮官には甘やかされてばかりだね。

とにかく、今年もよろしく。","Another year already. You’ve kept someone like me around without a single complaint—Commander, you really do spoil me. Anyway, here’s to another year.",
Single_Obon_001.wav,もうすぐお盆だね。ルチェがいろいろ用意したみたいだけど、一緒に見に行く?,Obon’s coming up. Looks like Luce prepped a bunch of stuff—want to go check it out together?,
Single_Obtain_SSR_001.wav,キ、君とまた会えるなんて思っていなかったよ。ちょっとうれしいかも。,I-I didn’t think I’d see you again. Maybe I’m a little happy.,
Single_Passive_SSR_001.wav,もういいでしょ。,That's enough already.,
Single_SpringFes_001.wav,メイリンに教わって年賀を書いたんだけど、何が書かれているのかわからないって言われた。よかったら受け取ってほしい。,"Meilin taught me how to write a New Year’s card, but they said they couldn’t make out what I wrote. If you don’t mind, I’d like you to have it.",
Single_SpringFes_002.wav,休暇の予定はないよ。ただ寝転がってたまにゲームするくらいかな。指揮官も一緒に来る?ベッド半分貸してあげるから。,"No plans for leave. Just lazing around and playing games now and then. Wanna join me, Commander? I’ll let you have half the bed.",
Single_ThanksGiving_001.wav,私が感謝を送るとしたら、ルチェーにくるかい、それからあなたにくらいかな。,"If I’m thanking anyone, it’s Luche—then maybe you.",
Single_Title_001.wav,ドールズフロントライン2 エクシリウム,Girls' Frontline 2: Exilium,
Single_Valentine_001.wav,人間同士で好意を示す日なんて、私には無関係だけど、あなたにとってはそうじゃないんでしょ?チョコレートは司令室に置いてきたから、食べたければどうぞ。,"A day when humans show affection isn’t my concern—but it is for you, isn’t it? I left some chocolates in the command center; help yourself if you want.",
Single_Valentine_002.wav,バレンタイン。こういう甘ったるくて可愛らしい日は、私には似合わない。本当に私と過ごす気なの。じゃあ、せめて雰囲気くらいは出せるよう努力する。,"Valentine’s Day. Sweet, cutesy days like this don’t suit me. You really want to spend it with me? Then I’ll at least try to set the mood.",
Single_WhiteVale_001.wav,私には関係ない祝日なのに、どうしてお返しなんかを。礼儀として？なら受け取ってあげてもいいけど。,"It’s not even my holiday—why are you giving me something back? Out of courtesy? Fine, I’ll take it.",
Touch_Gun.wav,Hmm...,Hmm...,
Touch_Head.wav,嗯。,Mm.,
Touch_Pocket.wav,嗯,Mm.,
Upgrade.wav,...,...,
