filename,transcript,english,note
Single_MidAutumn_001.wav,今日は団欒の日だそうですね。あなたやエルモ号のみんなと月見ができるのは、かけがえのない思い出になるでしょう。この景色、彼女にも見せたかった。,I hear it’s Family Day. Watching the moon with you and everyone aboard the Elmo will be a memory I’ll never forget. I wish I could’ve shown her this view.,
Single_MidAutumn_002.wav,スプリングフィールド料理教室のみんなと月餅を作りました。私のは小豆餡です。お口に合うといいのですが…。ちなみにもち粉をこねる時、ボイマスチナがウォッカを入れてたので注意してください。,"I made mooncakes with everyone from Springfield’s cooking class. Mine are filled with red bean paste. I hope they suit your taste... By the way, when we were kneading the dough, Voymastina added vodka, so please be careful.",
Single_NewYear_001.wav,あけましておめでとうございます。本当はボイマスティナと一緒に赤い服を着たかったのですが、断られて……意外?そうですね。戦いを忘れて、こういうイベントを楽しむことに憧れていたんです。,"Happy New Year. I actually wanted to wear red with Voymastina, but she turned me down... Surprised? I guess so. I’ve always wished I could forget the fighting and just enjoy events like this.",
Single_NewYear_002.wav,明けましておめでとうございます。今年はボイマシナと一緒に共同エリアの飾り付けをしました。エルモ号の賑やかな様子は今や、私にとっても日常です。,"Happy New Year. This year, Boimashina and I decorated the common area. The Elmo’s lively bustle has become part of my everyday life, too.",
Single_Obtain_SSR_001.wav,昔のAN-94はもういません。これからは「アルヴァ」として、あなたのために戦います。,"Alva reporting, Commander... The AN-94 of the past is gone now, but I will continue fighting for you and justice under a new name and in a new identity.",wiki
Single_Passive_SSR_001.wav,解析完了、これで行ける。,Performing comprehensive tactical analysis. Ideal approach identified.,wiki
Single_SpringFes_001.wav,提灯によれば、春節は始まりと希望の日だとか。あなたといることが私にとっての新たな始まりですね。はい、お年玉です。私がもらう側、ですか?,"If the lanterns are to be believed, Lunar New Year is a day of beginnings and hope. Being with you is a fresh start for me. Here—your red envelope. Me? I’m the one who gets it?",
Single_SpringFes_002.wav,明けましておめでとうございます。はい、お年玉。これを渡すのは、祝福の意味が込められていると聞いています。指揮官がやりたいことをやれますように。さて、今度はそちらが渡す番です。,"Happy New Year. Here’s your New Year’s gift. I’m told giving this is meant as a blessing. May you do as you wish, Commander. Now it’s your turn to hand one over.",
Single_Title_001.wav,ドールズフロントライン2：エクシリウム,Girls' Frontline 2: Exilium.,wiki
Single_Valentine_001.wav,今までの感謝の気持ちを込めてチョコレートを作りました。その、受け取ってください……あと、これも。胃薬です。ええ、ボイマスティナも作りましたので、念のために。,"I made some chocolate as thanks for everything. Um, please accept it... and this, too. It’s stomach medicine. Yes, I made some Voymastina as well, just in case.",
Single_Valentine_002.wav,これ、私の手作りチョコです。胃薬は今回はいらないと思います。ボイマスティナと一緒にレシピを確認しながら作ったので、多分大丈夫かと。,"Here—my homemade chocolate. I don’t think you’ll need antacids this time. I made it while double-checking the recipe with Voymastina, so it should be fine. Probably.",
Touch_Gun.wav,んっ……,Ngh...,
Touch_Head.wav,ん……,Hm...,
Touch_Pocket.wav,んん…。,Mm...,
Upgrade.wav,ふん。,Hmph.,
